0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
13,49,16,15,16,16,16,21,19,18,16,21,18,18,18,18,18,20,11,11,5,5,7,7,7,11,6,11,15,15,23,22,21,21,18,22,22,19,15,22,23,23,24,25,23,25,22,21,19,22,15,15,15,15,15,12,15,8,7,4,4,5,15,6,5,2,1,1,18,0,2,3,0,0,15,5,5,1,1,12,6,49,8,15,15,15,10,15,10,13,13,30,11,7,12,12,9,8,8,7,11,15,49,22,3,8,8,5,4,4,4,15,6,4,4,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,27,24,15,15,21,15,15,37,37,28,23,15,23,2167,21,39,27,23,15,7,4,2,8,15,15,15,15,15,15,8,8,8,8,8,8,8,8,15,15,15,8,15,2900,3,15,15,15,5,5,4,17,8,8,8,15,15,15,2900,2278,16,15,15,12,22,22,49,49,49,49,49,15,15,5,2,15,5,15,15,15,2,9,9,9,2,15,6,1,6,21,7,10,1,6,7,11,49,15,15,8,21,4,4,0,15,15,15,15,15,5,15,15,15
13,49,16,15,16,16,16,21,19,18,16,21,18,18,18,18,18,20,11,11,5,5,7,7,7,11,6,11,15,15,23,22,21,21,18,22,22,19,15,22,23,23,24,25,23,25,22,21,19,22,15,15,15,15,15,12,15,8,7,4,4,5,15,6,5,2,1,1,18,0,2,3,0,0,15,5,5,1,1,12,6,49,8,15,15,15,10,15,10,13,13,30,11,7,12,12,9,8,8,7,11,15,49,22,3,8,8,5,4,4,4,15,6,4,4,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,27,24,15,15,21,15,15,37,37,28,23,15,23,2167,21,39,27,23,15,7,4,2,8,15,15,15,15,15,15,8,8,8,8,8,8,8,8,15,15,15,8,15,2900,3,15,15,15,5,5,4,17,8,8,8,15,15,15,2900,2278,16,15,15,12,22,22,49,49,49,49,49,15,15,5,2,15,5,15,15,15,2,9,9,9,2,15,6,1,6,21,7,10,1,6,7,11,49,15,15,8,21,4,4,0,15,15,15,15,15,5,15,15,15
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
11,50,13,12,14,15,15,16,14,17,14,16,20,20,20,20,17,15,8,7,5,5,7,7,7,7,7,6,12,12,20,19,19,18,16,19,19,16,12,20,20,20,21,22,20,22,19,19,16,20,12,12,12,12,12,10,12,8,5,8,8,8,12,8,1,4,5,5,16,5,5,4,5,5,12,0,0,5,4,7,1,50,3,12,12,12,5,12,5,8,8,28,6,2,7,7,4,6,6,3,6,12,50,19,3,6,6,2,2,2,4,12,2,2,5,12,12,12,12,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,24,21,12,12,18,12,12,35,35,25,21,12,20,2171,18,37,24,20,12,4,2,5,3,12,12,12,12,12,12,3,3,3,3,3,3,3,3,12,12,12,3,12,2904,3,12,12,12,9,9,8,21,6,6,6,12,12,12,2904,2282,14,12,12,10,20,20,50,50,50,50,50,12,12,2,4,12,6,12,12,12,6,7,7,7,7,12,6,5,6,16,2,5,5,6,2,9,50,12,12,4,16,3,3,5,12,12,12,12,12,3,12,12,12
11,50,13,12,14,15,15,16,14,17,14,16,20,20,20,20,17,15,8,7,5,5,7,7,7,7,7,6,12,12,20,19,19,18,16,19,19,16,12,20,20,20,21,22,20,22,19,19,16,20,12,12,12,12,12,10,12,8,5,8,8,8,12,8,1,4,5,5,16,5,5,4,5,5,12,0,0,5,4,7,1,50,3,12,12,12,5,12,5,8,8,28,6,2,7,7,4,6,6,3,6,12,50,19,3,6,6,2,2,2,4,12,2,2,5,12,12,12,12,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,24,21,12,12,18,12,12,35,35,25,21,12,20,2171,18,37,24,20,12,4,2,5,3,12,12,12,12,12,12,3,3,3,3,3,3,3,3,12,12,12,3,12,2904,3,12,12,12,9,9,8,21,6,6,6,12,12,12,2904,2282,14,12,12,10,20,20,50,50,50,50,50,12,12,2,4,12,6,12,12,12,6,7,7,7,7,12,6,5,6,16,2,5,5,6,2,9,50,12,12,4,16,3,3,5,12,12,12,12,12,3,12,12,12
13,50,16,16,17,17,17,21,19,18,16,21,18,18,18,18,18,20,11,11,5,5,7,7,7,11,6,11,16,16,23,22,22,21,18,22,22,19,16,23,23,23,24,25,23,25,22,21,19,23,16,16,16,16,16,12,16,8,7,4,4,5,16,6,6,2,1,1,18,1,2,3,1,1,16,5,5,0,2,12,6,50,8,16,16,16,10,16,10,13,13,30,11,7,12,12,9,9,9,7,11,16,50,22,3,8,8,6,4,4,4,16,6,4,4,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,27,24,16,16,21,16,16,38,38,28,24,16,23,2167,21,39,27,23,16,7,4,2,8,16,16,16,16,16,16,9,9,9,9,9,9,9,9,16,16,16,8,16,2900,3,16,16,16,5,5,4,17,8,8,8,16,16,16,2900,2278,16,16,15,13,22,22,50,50,50,50,50,16,16,5,2,16,6,16,16,16,2,10,10,10,1,16,6,1,6,21,7,10,1,6,7,11,50,16,16,9,21,4,4,1,16,16,16,16,16,5,16,16,16
15,48,17,16,18,19,19,20,18,21,18,20,23,23,23,23,21,19,12,11,6,6,8,8,8,11,7,10,16,16,24,23,23,22,20,23,23,20,16,24,24,24,25,26,24,26,23,22,20,24,16,16,16,16,16,14,16,9,8,5,5,6,16,7,5,0,1,1,20,2,1,2,2,2,16,4,4,1,0,11,4,48,6,16,16,16,9,16,9,12,12,32,10,6,11,11,8,10,10,7,10,16,48,23,2,10,10,4,3,3,2,16,5,3,3,16,16,16,16,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,28,28,25,16,16,22,16,16,39,39,29,25,16,24,2168,22,41,28,24,16,9,5,2,7,16,16,16,16,16,16,7,7,7,7,7,7,7,7,16,16,16,7,16,2901,4,16,16,16,6,6,5,18,9,9,9,16,16,16,2901,2279,18,16,16,14,24,24,48,48,48,48,48,16,16,5,0,16,7,16,16,16,2,11,11,11,2,16,7,2,7,20,6,9,1,7,6,13,48,16,16,8,20,3,3,2,16,16,16,16,16,3,16,16,16
5,42,11,8,8,9,9,10,8,10,7,10,10,10,10,10,11,9,6,5,11,11,12,12,12,5,13,4,8,8,18,17,17,16,14,17,17,14,8,18,18,18,19,20,18,20,17,16,14,10,8,8,8,8,8,8,8,8,10,17,17,15,8,14,6,12,13,13,14,13,13,12,13,13,8,9,9,14,13,0,6,42,4,8,8,8,4,8,4,1,1,26,3,4,1,1,5,6,6,6,4,8,42,17,11,6,6,10,11,11,12,8,6,10,13,8,8,8,8,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,22,19,8,8,16,8,8,33,33,23,19,8,18,2177,16,35,22,18,8,8,9,14,7,8,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,6,8,2910,11,8,8,8,16,16,15,28,8,8,8,8,8,8,2910,2288,11,8,10,9,18,18,42,42,42,42,42,8,8,9,12,8,12,8,8,8,14,5,5,5,15,8,11,13,14,10,7,4,13,14,5,8,42,8,8,5,10,12,12,13,8,8,8,8,8,12,8,8,8
12,49,14,12,15,16,16,17,16,18,15,17,21,21,21,21,18,16,9,8,6,6,8,8,8,8,8,7,12,12,21,20,20,19,17,20,20,17,12,21,21,21,22,23,22,23,20,20,17,21,12,12,12,12,12,11,12,9,8,9,9,9,12,9,1,4,6,5,17,6,5,4,6,6,12,1,1,6,5,6,0,49,2,12,12,12,6,12,5,6,6,29,6,2,6,6,5,7,7,4,7,12,49,21,4,8,8,1,2,2,3,12,0,2,4,12,12,12,12,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,25,22,12,12,19,12,12,36,36,26,22,12,22,2174,19,38,25,22,12,5,3,6,4,12,12,12,12,12,12,5,5,5,5,5,5,5,5,12,12,12,4,12,2907,4,12,12,12,10,10,9,22,7,7,7,12,12,12,2907,2286,15,12,13,12,21,21,49,49,49,49,49,12,12,3,4,12,7,12,12,12,7,8,8,8,6,12,7,6,7,18,3,5,5,7,2,10,49,12,12,6,17,2,2,6,12,12,12,12,12,3,12,12,12
33,0,40,38,32,30,30,36,31,36,31,35,36,36,36,36,35,31,44,44,60,60,49,49,49,44,49,44,38,38,39,39,39,40,37,37,37,39,38,37,45,45,46,40,46,42,40,35,36,35,38,38,38,38,38,34,38,48,50,57,57,60,38,60,47,46,47,47,45,48,45,45,48,48,38,48,48,47,47,41,47,0,44,38,38,38,43,38,44,40,40,46,43,44,41,41,45,46,45,47,44,38,0,37,48,46,46,47,46,46,44,38,48,47,44,38,38,38,38,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,43,43,36,38,38,36,38,38,53,53,44,36,38,36,2347,36,26,43,38,38,47,60,46,46,38,38,38,38,38,38,46,46,46,46,46,46,46,46,38,38,38,46,38,3080,49,38,38,38,56,56,55,58,47,47,47,38,38,38,3080,2459,44,38,41,48,49,49,0,0,0,0,0,38,38,48,46,38,61,38,38,38,47,44,44,44,47,38,50,48,50,30,47,44,47,50,48,47,0,38,38,46,30,45,45,48,38,38,38,38,38,45,38,38,38
8,46,12,10,11,12,12,13,12,14,10,13,12,12,12,12,14,12,7,6,7,7,5,5,5,6,9,5,10,10,19,18,17,17,14,18,18,15,10,18,19,19,20,21,19,21,18,17,15,18,10,10,10,10,10,8,10,7,4,10,10,10,10,10,2,6,7,7,14,7,7,6,7,7,10,2,2,7,6,5,2,46,0,10,10,10,4,10,3,5,5,26,4,0,4,4,3,5,5,3,5,10,46,18,5,6,6,3,4,4,5,10,2,4,6,10,10,10,10,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,20,10,10,17,10,10,34,34,24,20,10,19,2173,17,35,23,19,10,3,4,8,2,10,10,10,10,10,10,2,2,2,2,2,2,2,2,10,10,10,2,10,2906,5,10,10,10,11,11,10,23,5,5,5,10,10,10,2906,2284,13,10,11,9,19,19,46,46,46,46,46,10,10,2,6,10,6,10,10,10,8,6,6,6,9,10,5,7,8,14,1,3,7,8,1,8,46,10,10,4,13,4,4,7,10,10,10,10,10,5,10,10,10
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
5,38,9,7,8,8,8,11,9,11,7,10,9,9,9,9,12,10,4,3,8,8,9,9,9,3,10,2,7,7,16,15,15,14,11,15,15,12,7,16,16,16,17,18,16,18,15,14,12,16,7,7,7,7,7,5,7,5,7,14,14,11,7,11,6,9,10,10,11,10,10,9,10,10,7,5,5,10,9,3,6,38,4,7,7,7,0,7,1,4,4,23,2,4,3,3,2,3,4,4,2,7,38,15,8,4,4,7,7,7,9,7,6,7,10,7,7,7,7,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,20,17,7,7,14,7,7,31,31,21,17,7,16,2175,14,32,20,16,7,5,7,10,3,7,7,7,7,7,7,3,3,3,3,3,3,3,3,7,7,7,2,7,2908,8,7,7,7,14,14,13,26,7,7,7,7,7,7,2908,2286,9,7,8,8,16,16,38,38,38,38,38,7,7,5,9,7,8,7,7,7,11,3,3,3,11,7,8,10,11,11,4,1,10,11,5,6,38,7,7,4,11,8,8,10,7,7,7,7,7,8,7,7,7
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
5,38,9,7,8,8,8,11,9,12,7,11,9,9,9,9,12,10,4,3,9,9,10,10,10,3,10,2,7,7,16,15,15,14,12,16,16,12,7,16,17,17,17,18,17,19,15,15,12,9,7,7,7,7,7,5,7,5,7,15,15,12,7,12,7,9,10,10,12,10,10,10,10,10,7,6,6,11,10,3,7,38,3,7,7,7,1,7,0,3,3,24,2,4,3,3,2,3,4,5,2,7,38,16,8,4,4,7,8,8,10,7,7,8,10,7,7,7,7,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,20,20,18,7,7,14,7,7,31,31,22,17,7,17,2175,14,33,20,17,7,6,8,11,4,7,7,7,7,7,7,3,3,3,3,3,3,3,3,7,7,7,3,7,2908,9,7,7,7,15,15,14,27,7,7,7,7,7,7,2908,2287,11,7,8,8,18,18,38,38,38,38,38,7,7,6,9,7,9,7,7,7,11,3,3,3,12,7,8,11,11,11,5,0,10,11,5,7,38,7,7,4,11,9,9,10,7,7,7,7,7,9,7,7,7
5,42,12,7,7,8,8,9,8,10,6,9,9,9,9,9,10,9,7,6,10,10,11,11,11,6,12,5,7,7,19,18,17,17,14,17,17,10,7,17,19,19,20,21,19,21,18,12,9,9,7,7,7,7,7,7,7,7,9,16,16,13,7,13,6,11,12,12,14,12,12,11,12,12,7,7,7,12,11,1,6,42,4,7,7,7,3,7,3,0,0,26,3,4,1,1,4,5,6,6,5,7,42,17,10,6,6,7,10,10,9,7,6,9,10,7,7,7,7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,14,7,7,16,7,7,33,33,24,16,7,15,2178,16,28,23,18,7,7,9,13,5,7,7,7,7,7,7,5,5,5,5,5,5,5,5,7,7,7,5,7,2911,10,7,7,7,17,17,15,29,8,8,8,7,7,7,2911,2289,12,7,11,10,19,19,42,42,42,42,42,7,7,7,11,7,10,7,7,7,13,5,5,5,14,7,10,12,13,10,6,3,12,13,5,8,42,7,7,5,9,10,10,12,7,7,7,7,7,9,7,7,7
5,42,12,7,7,8,8,9,8,10,6,9,9,9,9,9,10,9,7,6,10,10,11,11,11,6,12,5,7,7,19,18,17,17,14,17,17,10,7,17,19,19,20,21,19,21,18,12,9,9,7,7,7,7,7,7,7,7,9,16,16,13,7,13,6,11,12,12,14,12,12,11,12,12,7,7,7,12,11,1,6,42,4,7,7,7,3,7,3,0,0,26,3,4,1,1,4,5,6,6,5,7,42,17,10,6,6,7,10,10,9,7,6,9,10,7,7,7,7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,14,7,7,16,7,7,33,33,24,16,7,15,2178,16,28,23,18,7,7,9,13,5,7,7,7,7,7,7,5,5,5,5,5,5,5,5,7,7,7,5,7,2911,10,7,7,7,17,17,15,29,8,8,8,7,7,7,2911,2289,12,7,11,10,19,19,42,42,42,42,42,7,7,7,11,7,10,7,7,7,13,5,5,5,14,7,10,12,13,10,6,3,12,13,5,8,42,7,7,5,9,10,10,12,7,7,7,7,7,9,7,7,7
22,47,14,15,15,15,15,15,17,14,16,15,13,13,13,13,14,15,20,20,26,26,25,25,25,20,25,21,15,15,9,10,9,11,14,9,9,15,15,10,9,9,7,7,9,7,9,12,13,13,15,15,15,15,15,21,15,22,24,30,30,27,15,27,27,30,29,29,17,29,31,30,29,29,15,27,27,30,31,23,28,47,26,15,15,15,22,15,23,26,26,0,25,27,25,25,23,23,22,24,22,15,47,11,28,22,22,28,29,29,30,15,28,29,31,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,11,15,15,11,15,15,10,10,3,12,15,10,2183,11,20,4,9,15,24,26,31,25,15,15,15,15,15,15,24,24,24,24,24,24,24,24,15,15,15,24,15,2916,27,15,15,15,32,32,31,44,24,24,24,15,15,15,2916,2295,19,15,17,23,25,25,47,47,47,47,47,15,15,27,30,15,26,15,15,15,31,21,21,21,31,15,25,29,26,15,25,23,29,26,26,23,47,15,15,24,15,30,30,29,15,15,15,15,15,30,15,15,15
6,39,9,8,9,11,11,12,11,13,10,12,16,16,16,16,13,11,4,3,7,7,8,8,8,3,9,2,8,8,16,15,15,14,12,15,15,12,8,16,16,16,17,18,17,18,15,15,12,16,8,8,8,8,8,6,8,4,5,13,13,10,8,10,5,8,9,9,12,9,9,8,9,9,8,4,4,9,8,3,5,39,3,8,8,8,1,8,1,4,4,24,0,4,3,3,1,2,2,3,2,8,39,16,7,3,3,6,6,6,8,8,5,6,9,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,20,17,8,8,14,8,8,31,31,21,17,8,17,2175,14,33,20,17,8,4,6,9,2,8,8,8,8,8,8,2,2,2,2,2,2,2,2,8,8,8,1,8,2908,7,8,8,8,14,14,12,26,5,5,5,8,8,8,2908,2286,10,8,8,7,16,16,39,39,39,39,39,8,8,4,8,8,7,8,8,8,10,3,3,3,10,8,6,9,9,13,3,1,9,9,4,5,39,8,8,2,12,7,7,9,8,8,8,8,8,7,8,8,8
8,46,12,10,11,13,13,13,12,14,10,13,13,13,13,13,14,13,7,6,7,7,6,6,6,6,9,5,10,10,19,18,18,17,15,18,18,15,10,19,19,19,20,21,19,21,18,18,15,19,10,10,10,10,10,9,10,7,5,10,10,10,10,10,2,6,7,7,15,7,7,6,7,7,10,2,2,7,6,5,2,46,0,10,10,10,4,10,4,5,5,27,5,0,4,4,3,5,6,3,5,10,46,19,5,6,6,3,3,3,5,10,2,3,6,10,10,10,10,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,20,10,10,17,10,10,34,34,24,20,10,19,2173,17,36,23,20,10,4,4,7,3,10,10,10,10,10,10,3,3,3,3,3,3,3,3,10,10,10,2,10,2906,5,10,10,10,11,11,10,23,6,6,6,10,10,10,2906,2284,13,10,11,10,19,19,46,46,46,46,46,10,10,2,6,10,8,10,10,10,8,6,6,6,9,10,6,7,8,14,2,4,7,8,0,8,46,10,10,5,13,4,4,7,10,10,10,10,10,4,10,10,10
6,42,12,8,8,9,9,10,8,11,7,10,10,10,10,10,11,9,7,6,10,10,11,11,11,6,11,5,8,8,19,18,18,17,15,17,17,11,8,18,19,19,20,21,20,21,18,12,10,10,8,8,8,8,8,6,8,7,8,16,16,13,8,13,6,11,11,12,15,12,11,11,12,12,8,7,7,12,11,1,6,42,4,8,8,8,3,8,3,1,1,27,3,4,0,0,4,5,5,6,6,8,42,17,10,5,5,7,9,9,11,8,5,9,10,8,8,8,8,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,15,8,8,16,8,8,34,34,24,16,8,16,2178,16,29,23,19,8,7,9,12,5,8,8,8,8,8,8,5,5,5,5,5,5,5,5,8,8,8,4,8,2911,10,8,8,8,16,16,15,29,8,8,8,8,8,8,2911,2289,13,8,11,9,19,19,42,42,42,42,42,8,8,7,11,8,10,8,8,8,13,6,6,6,13,8,9,12,12,10,6,3,12,12,4,8,42,8,8,5,10,10,10,12,8,8,8,8,8,8,8,8,8
6,42,12,8,8,9,9,10,8,11,7,10,10,10,10,10,11,9,7,6,10,10,11,11,11,6,11,5,8,8,19,18,18,17,15,17,17,11,8,18,19,19,20,21,20,21,18,12,10,10,8,8,8,8,8,6,8,7,8,16,16,13,8,13,6,11,11,12,15,12,11,11,12,12,8,7,7,12,11,1,6,42,4,8,8,8,3,8,3,1,1,27,3,4,0,0,4,5,5,6,6,8,42,17,10,5,5,7,9,9,11,8,5,9,10,8,8,8,8,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,15,8,8,16,8,8,34,34,24,16,8,16,2178,16,29,23,19,8,7,9,12,5,8,8,8,8,8,8,5,5,5,5,5,5,5,5,8,8,8,4,8,2911,10,8,8,8,16,16,15,29,8,8,8,8,8,8,2911,2289,13,8,11,9,19,19,42,42,42,42,42,8,8,7,11,8,10,8,8,8,13,6,6,6,13,8,9,12,12,10,6,3,12,12,4,8,42,8,8,5,10,10,10,12,8,8,8,8,8,8,8,8,8
7,40,10,8,10,12,12,13,11,13,10,12,16,16,16,16,13,12,4,3,7,7,8,8,8,3,9,3,8,8,17,16,15,14,12,16,16,13,8,16,17,17,17,18,17,19,15,15,13,16,8,8,8,8,8,6,8,4,5,13,13,10,8,10,5,7,8,8,12,8,8,8,8,8,8,4,4,9,8,3,5,40,3,8,8,8,2,8,2,4,4,24,2,4,3,3,0,2,2,3,2,8,40,16,6,3,3,6,6,6,8,8,5,6,8,8,8,8,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,20,21,18,8,8,15,8,8,31,31,22,17,8,17,2175,15,33,21,17,8,4,6,9,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,8,8,8,1,8,2908,7,8,8,8,13,13,11,25,5,5,5,8,8,8,2908,2286,10,8,9,7,16,16,40,40,40,40,40,8,8,4,7,8,7,8,8,8,9,3,3,3,10,8,6,9,9,13,3,2,8,9,4,5,40,8,8,2,13,7,7,8,8,8,8,8,8,7,8,8,8
6,51,10,10,10,9,9,13,12,11,9,13,16,16,16,16,19,13,4,3,5,5,7,7,7,3,8,4,10,10,17,16,16,15,12,16,16,13,10,17,17,17,18,19,17,19,16,15,13,17,10,10,10,10,10,5,10,2,3,12,12,9,10,9,6,9,8,8,12,8,10,9,8,8,10,6,6,9,9,4,7,51,5,10,10,10,3,10,3,5,5,24,3,6,4,4,2,0,0,2,2,10,51,16,7,0,0,7,8,8,9,10,7,7,10,10,10,10,10,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,21,21,18,10,10,15,10,10,32,32,22,18,10,17,2174,15,33,21,17,10,2,4,10,2,10,10,10,10,10,10,2,2,2,2,2,2,2,2,10,10,10,3,10,2907,5,10,10,10,11,11,10,23,2,2,2,10,10,10,2907,2286,9,10,9,6,15,15,51,51,51,51,51,10,10,4,9,10,5,10,10,10,9,2,2,2,10,10,4,8,8,14,4,3,8,8,5,4,51,10,10,1,13,9,9,8,10,10,10,10,10,9,10,10,10
