0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
9,53,12,12,13,12,12,15,17,14,12,19,14,14,14,14,14,18,7,7,0,0,2,2,2,7,1,8,12,12,19,18,17,17,14,18,18,15,12,18,19,19,20,21,19,21,18,17,15,18,12,12,12,12,12,8,12,4,3,6,6,4,12,3,6,6,5,5,14,5,7,7,5,5,12,5,5,5,6,11,6,53,8,12,12,12,9,12,9,13,13,26,10,7,11,11,8,5,5,4,6,12,53,18,4,4,4,6,5,5,6,12,6,5,8,12,12,12,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,20,12,12,17,12,12,34,34,24,20,12,19,2169,17,35,23,19,12,3,2,7,5,12,12,12,12,12,12,6,6,6,6,6,6,6,6,12,12,12,6,12,2902,3,12,12,12,8,8,6,20,4,4,4,12,12,12,2902,2281,12,12,11,9,18,18,53,53,53,53,53,12,12,5,6,12,0,12,12,12,6,6,6,6,7,12,2,5,1,19,5,9,5,1,7,7,53,12,12,5,19,6,6,5,12,12,12,12,12,6,12,12,12
9,53,12,12,13,12,12,15,17,14,12,19,14,14,14,14,14,18,7,7,0,0,2,2,2,7,1,8,12,12,19,18,17,17,14,18,18,15,12,18,19,19,20,21,19,21,18,17,15,18,12,12,12,12,12,8,12,4,3,6,6,4,12,3,6,6,5,5,14,5,7,7,5,5,12,5,5,5,6,11,6,53,8,12,12,12,9,12,9,13,13,26,10,7,11,11,8,5,5,4,6,12,53,18,4,4,4,6,5,5,6,12,6,5,8,12,12,12,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,23,23,20,12,12,17,12,12,34,34,24,20,12,19,2169,17,35,23,19,12,3,2,7,5,12,12,12,12,12,12,6,6,6,6,6,6,6,6,12,12,12,6,12,2902,3,12,12,12,8,8,6,20,4,4,4,12,12,12,2902,2281,12,12,11,9,18,18,53,53,53,53,53,12,12,5,6,12,0,12,12,12,6,6,6,6,7,12,2,5,1,19,5,9,5,1,7,7,53,12,12,5,19,6,6,5,12,12,12,12,12,6,12,12,12
9,52,11,11,12,12,12,20,17,14,11,20,17,17,17,17,20,18,6,7,2,2,0,0,0,7,1,8,11,11,18,17,16,16,13,17,17,14,11,17,18,18,19,19,18,20,16,16,14,17,11,11,11,11,11,8,11,2,1,6,6,4,11,3,8,8,7,7,13,7,9,9,7,7,11,7,7,7,8,10,8,52,6,11,11,11,8,11,8,13,13,25,9,6,10,10,8,4,4,3,5,11,52,17,6,3,3,8,7,7,8,11,8,7,10,11,11,11,11,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,21,22,19,11,11,16,11,11,32,32,23,18,11,18,2171,16,34,22,18,11,3,3,9,4,11,11,11,11,11,11,4,4,4,4,4,4,4,4,11,11,11,5,11,2904,5,11,11,11,10,10,8,22,2,2,2,11,11,11,2904,2283,10,11,10,6,16,16,52,52,52,52,52,11,11,5,8,11,2,11,11,11,8,5,5,5,9,11,2,7,2,20,4,9,7,2,6,4,52,11,11,4,18,8,8,7,11,11,11,11,11,8,11,11,11
9,52,11,11,12,12,12,20,17,14,11,20,17,17,17,17,20,18,6,7,2,2,0,0,0,7,1,8,11,11,18,17,16,16,13,17,17,14,11,17,18,18,19,19,18,20,16,16,14,17,11,11,11,11,11,8,11,2,1,6,6,4,11,3,8,8,7,7,13,7,9,9,7,7,11,7,7,7,8,10,8,52,6,11,11,11,8,11,8,13,13,25,9,6,10,10,8,4,4,3,5,11,52,17,6,3,3,8,7,7,8,11,8,7,10,11,11,11,11,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,21,22,19,11,11,16,11,11,32,32,23,18,11,18,2171,16,34,22,18,11,3,3,9,4,11,11,11,11,11,11,4,4,4,4,4,4,4,4,11,11,11,5,11,2904,5,11,11,11,10,10,8,22,2,2,2,11,11,11,2904,2283,10,11,10,6,16,16,52,52,52,52,52,11,11,5,8,11,2,11,11,11,8,5,5,5,9,11,2,7,2,20,4,9,7,2,6,4,52,11,11,4,18,8,8,7,11,11,11,11,11,8,11,11,11
9,52,11,11,12,12,12,20,17,14,11,20,17,17,17,17,20,18,6,7,2,2,0,0,0,7,1,8,11,11,18,17,16,16,13,17,17,14,11,17,18,18,19,19,18,20,16,16,14,17,11,11,11,11,11,8,11,2,1,6,6,4,11,3,8,8,7,7,13,7,9,9,7,7,11,7,7,7,8,10,8,52,6,11,11,11,8,11,8,13,13,25,9,6,10,10,8,4,4,3,5,11,52,17,6,3,3,8,7,7,8,11,8,7,10,11,11,11,11,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,21,22,19,11,11,16,11,11,32,32,23,18,11,18,2171,16,34,22,18,11,3,3,9,4,11,11,11,11,11,11,4,4,4,4,4,4,4,4,11,11,11,5,11,2904,5,11,11,11,10,10,8,22,2,2,2,11,11,11,2904,2283,10,11,10,6,16,16,52,52,52,52,52,11,11,5,8,11,2,11,11,11,8,5,5,5,9,11,2,7,2,20,4,9,7,2,6,4,52,11,11,4,18,8,8,7,11,11,11,11,11,8,11,11,11
3,39,7,5,6,6,6,12,11,8,6,12,8,8,8,8,8,12,1,0,7,7,8,8,8,0,9,1,5,5,14,13,13,12,9,13,13,10,5,14,14,14,15,16,14,16,13,12,10,14,5,5,5,5,5,2,5,4,6,13,13,11,5,10,8,11,11,11,9,11,13,11,11,11,5,7,7,12,12,7,8,39,6,5,5,5,3,5,3,7,7,21,5,7,6,6,4,3,3,5,3,5,39,13,10,3,3,9,10,10,11,5,8,9,12,5,5,5,5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,18,18,15,5,5,12,5,5,29,29,19,15,5,14,2173,12,30,18,14,5,5,8,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2906,9,5,5,5,14,14,13,26,5,5,5,5,5,5,2906,2284,7,5,6,7,14,14,39,39,39,39,39,5,5,7,11,5,7,5,5,5,12,2,2,2,13,5,7,11,10,13,6,3,11,10,7,5,39,5,5,3,12,10,10,11,5,5,5,5,5,10,5,5,5
12,54,13,13,15,15,15,22,20,22,14,22,19,19,19,19,22,22,7,8,1,1,1,1,1,8,0,11,13,13,20,19,18,17,15,19,19,16,13,19,20,20,20,21,20,22,18,18,16,19,13,13,13,13,13,11,13,4,3,5,5,3,13,2,7,7,6,6,15,6,8,8,6,6,13,6,6,6,7,12,7,54,9,13,13,13,11,13,11,13,13,27,11,8,12,12,10,5,5,5,9,13,54,19,5,5,5,7,6,6,7,13,7,6,9,13,13,13,13,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23,24,21,13,13,18,13,13,34,34,25,20,13,20,2170,18,36,24,20,13,4,3,8,6,13,13,13,13,13,13,6,6,6,6,6,6,6,6,13,13,13,6,13,2903,4,13,13,13,9,9,7,21,3,3,3,13,13,13,2903,2282,12,13,12,8,18,18,54,54,54,54,54,13,13,6,7,13,1,13,13,13,7,6,6,6,8,13,2,6,1,22,6,11,6,1,8,6,54,13,13,5,22,7,7,6,13,13,13,13,13,7,13,13,13
4,38,9,6,7,7,7,11,9,12,6,11,8,8,8,8,12,10,2,1,8,8,10,10,10,1,11,0,6,6,16,15,14,14,11,15,15,12,6,15,16,16,17,18,16,18,14,14,12,15,6,6,6,6,6,3,6,5,7,15,15,12,6,12,7,10,10,11,11,11,10,10,11,11,6,6,6,11,10,6,7,38,5,6,6,6,2,6,2,5,5,23,4,6,5,5,3,4,3,5,1,6,38,15,8,4,4,8,8,8,10,6,7,8,11,6,6,6,6,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,20,17,6,6,14,6,6,30,30,21,16,6,16,2175,14,32,20,16,6,5,7,11,4,6,6,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,3,6,2908,9,6,6,6,15,15,13,27,6,6,6,6,6,6,2908,2286,9,6,8,8,16,16,38,38,38,38,38,6,6,6,10,6,8,6,6,6,12,2,2,2,12,6,7,11,11,11,5,2,11,11,6,6,38,6,6,4,11,9,9,11,6,6,6,6,6,9,6,6,6
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
15,42,7,9,9,10,10,11,11,9,11,10,8,8,8,8,9,11,13,13,19,19,18,18,18,13,18,14,9,9,0,2,1,3,5,2,2,5,9,2,2,2,3,1,2,4,1,7,8,8,9,9,9,9,9,14,9,15,17,23,23,20,9,20,20,23,22,22,10,22,24,23,22,22,9,20,20,23,24,19,21,42,19,9,9,9,15,9,16,19,19,10,18,20,18,18,16,16,15,17,15,9,42,3,21,15,15,21,22,22,23,9,21,22,24,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,7,9,9,5,9,9,17,17,7,8,9,5,2176,5,15,6,1,9,17,19,24,18,9,9,9,9,9,9,17,17,17,17,17,17,17,17,9,9,9,17,9,2909,20,9,9,9,25,25,24,37,17,17,17,9,9,9,2909,2288,12,9,10,16,18,18,42,42,42,42,42,9,9,20,23,9,19,9,9,9,24,14,14,14,24,9,18,22,19,11,18,16,22,19,19,16,42,9,9,17,10,23,23,22,9,9,9,9,9,23,9,9,9
14,41,6,10,7,9,9,9,10,8,9,9,6,6,6,6,9,9,12,12,18,18,17,17,17,12,17,13,10,10,2,0,1,1,3,3,3,3,10,2,4,4,4,5,4,6,1,5,4,5,10,10,10,10,10,13,10,14,16,22,22,19,10,19,19,23,21,21,9,21,23,22,21,21,10,19,19,22,23,18,20,41,18,10,10,10,14,10,15,18,18,11,17,19,17,17,15,15,14,16,14,10,41,1,20,14,14,20,21,21,22,10,20,21,23,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,10,10,4,10,10,18,18,9,7,10,4,2175,4,23,7,3,10,16,18,23,17,10,10,10,10,10,10,16,16,16,16,16,16,16,16,10,10,10,16,10,2908,20,10,10,10,24,24,23,36,16,16,16,10,10,10,2908,2287,11,10,9,15,17,17,41,41,41,41,41,10,10,19,23,10,18,10,10,10,23,13,13,13,23,10,17,21,18,9,17,15,21,18,18,15,41,10,10,16,9,22,22,21,10,10,10,10,10,22,10,10,10
15,42,6,10,8,9,9,10,10,8,10,10,7,7,7,7,8,10,12,12,18,18,17,17,17,12,17,14,10,10,1,1,0,1,4,2,2,4,10,2,2,2,3,2,2,4,0,6,5,7,10,10,10,10,10,14,10,14,16,22,22,19,10,19,19,23,21,22,9,21,23,23,21,21,10,19,19,22,23,18,20,42,18,10,10,10,14,10,15,18,18,10,17,19,17,17,15,15,14,16,14,10,42,2,21,14,14,20,21,21,22,10,20,21,23,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,7,10,10,5,10,10,17,17,7,8,10,4,2175,5,24,6,2,10,16,18,23,17,10,10,10,10,10,10,16,16,16,16,16,16,16,16,10,10,10,16,10,2909,20,10,10,10,24,24,23,36,16,16,16,10,10,10,2909,2287,11,10,9,15,17,17,42,42,42,42,42,10,10,19,23,10,18,10,10,10,23,13,13,13,23,10,17,22,18,10,17,15,22,18,18,15,42,10,10,16,9,22,22,21,10,10,10,10,10,22,10,10,10
13,45,5,9,10,13,13,14,15,14,16,13,11,11,11,11,13,14,11,11,16,16,15,15,15,11,16,12,9,9,3,2,2,0,7,4,4,6,9,3,4,4,5,6,4,6,2,10,7,9,9,9,9,9,9,12,9,13,15,20,20,18,9,17,18,21,20,20,8,20,22,21,20,20,9,17,17,20,21,17,18,45,16,9,9,9,13,9,14,17,17,11,15,18,16,16,14,14,13,15,13,9,45,3,19,13,13,19,20,20,21,9,18,19,22,9,9,9,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,8,13,9,9,9,9,9,19,19,9,12,9,5,2174,9,28,8,3,9,14,17,22,15,9,9,9,9,9,9,15,15,15,15,15,15,15,15,9,9,9,15,9,2907,18,9,9,9,23,23,21,35,14,14,14,9,9,9,2907,2285,9,9,8,14,16,16,45,45,45,45,45,9,9,17,21,9,16,9,9,9,21,11,11,11,22,9,16,20,17,14,16,13,20,17,17,13,45,9,9,14,13,20,20,20,9,9,9,9,9,21,9,9,9
6,39,3,4,5,7,7,8,8,7,8,7,5,5,5,5,7,8,9,10,15,15,14,14,14,10,15,11,4,4,5,3,4,4,0,3,3,1,4,3,6,6,7,6,6,8,4,4,2,3,4,4,4,4,4,8,4,12,14,19,19,16,4,16,17,20,19,19,10,19,21,20,19,19,4,16,16,19,20,16,17,39,15,4,4,4,12,4,12,16,16,13,14,16,15,15,13,13,12,14,12,4,39,2,18,12,12,18,19,19,20,4,17,18,21,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,9,7,4,4,3,4,4,20,20,10,6,4,3,2174,3,22,9,4,4,13,16,21,14,4,4,4,4,4,4,14,14,14,14,14,14,14,14,4,4,4,14,4,2907,17,4,4,4,22,22,20,34,13,13,13,4,4,4,2907,2285,9,4,7,12,15,15,39,39,39,39,39,4,4,16,20,4,15,4,4,4,20,10,10,10,21,4,14,19,16,8,15,12,19,16,16,12,39,4,4,13,7,19,19,19,4,4,4,4,4,19,4,4,4
9,39,7,6,6,7,7,8,8,6,8,7,5,5,5,5,6,8,12,12,17,17,16,16,16,12,17,13,6,6,3,2,2,3,3,0,0,4,6,1,5,5,6,4,5,7,2,4,5,5,6,6,6,6,6,10,6,14,16,21,21,19,6,18,19,22,21,21,12,21,23,22,21,21,6,19,19,22,22,16,20,39,17,6,6,6,14,6,15,18,18,10,16,19,17,17,15,15,14,16,14,6,39,1,20,14,14,20,21,21,22,6,19,20,23,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,4,6,6,2,6,6,17,17,8,5,6,2,2176,2,22,7,1,6,15,18,23,16,6,6,6,6,6,6,16,16,16,16,16,16,16,16,6,6,6,16,6,2909,19,6,6,6,24,24,22,36,15,15,15,6,6,6,2909,2287,11,6,9,16,17,17,39,39,39,39,39,6,6,18,22,6,17,6,6,6,22,12,12,12,23,6,17,21,18,8,17,14,21,18,18,14,39,6,6,15,7,21,21,21,6,6,6,6,6,22,6,6,6
9,39,7,6,6,7,7,8,8,6,8,7,5,5,5,5,6,8,12,12,17,17,16,16,16,12,17,13,6,6,3,2,2,3,3,0,0,4,6,1,5,5,6,4,5,7,2,4,5,5,6,6,6,6,6,10,6,14,16,21,21,19,6,18,19,22,21,21,12,21,23,22,21,21,6,19,19,22,22,16,20,39,17,6,6,6,14,6,15,18,18,10,16,19,17,17,15,15,14,16,14,6,39,1,20,14,14,20,21,21,22,6,19,20,23,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,4,6,6,2,6,6,17,17,8,5,6,2,2176,2,22,7,1,6,15,18,23,16,6,6,6,6,6,6,16,16,16,16,16,16,16,16,6,6,6,16,6,2909,19,6,6,6,24,24,22,36,15,15,15,6,6,6,2909,2287,11,6,9,16,17,17,39,39,39,39,39,6,6,18,22,6,17,6,6,6,22,12,12,12,23,6,17,21,18,8,17,14,21,18,18,14,39,6,6,15,7,21,21,21,6,6,6,6,6,22,6,6,6
6,41,3,4,6,8,8,9,10,9,7,9,6,6,6,6,9,9,9,10,15,15,14,14,14,10,14,11,4,4,5,3,4,4,1,6,6,0,4,4,10,10,11,9,11,13,4,5,3,4,4,4,4,4,4,7,4,11,13,19,19,16,4,16,17,20,19,19,10,18,20,20,18,18,4,16,16,19,20,17,17,41,15,4,4,4,12,4,12,15,15,15,14,16,14,14,12,12,11,14,11,4,41,3,18,11,11,18,18,18,20,4,17,18,20,4,4,4,4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,12,8,4,4,5,4,4,22,22,13,7,4,7,2173,5,23,12,7,4,13,15,20,14,4,4,4,4,4,4,13,13,13,13,13,13,13,13,4,4,4,13,4,2906,17,4,4,4,21,21,20,33,13,13,13,4,4,4,2906,2285,9,4,6,11,14,14,41,41,41,41,41,4,4,16,20,4,15,4,4,4,20,10,10,10,20,4,14,19,15,9,15,12,19,15,16,12,41,4,4,13,9,19,19,18,4,4,4,4,4,19,4,4,4
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
9,40,7,7,7,7,7,8,9,6,8,8,5,5,5,5,6,8,11,12,17,17,16,16,16,12,17,13,7,7,3,1,2,2,3,1,1,3,7,0,5,5,5,4,5,7,2,4,4,5,7,7,7,7,7,10,7,14,16,21,21,18,7,18,19,22,21,21,10,21,23,22,21,21,7,18,18,21,22,16,19,40,17,7,7,7,14,7,14,18,18,11,16,18,17,17,15,15,14,16,14,7,40,1,20,14,14,20,21,21,22,7,19,20,23,7,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,4,7,7,3,7,7,18,18,8,6,7,2,2175,3,22,7,1,7,15,18,23,16,7,7,7,7,7,7,16,16,16,16,16,16,16,16,7,7,7,16,7,2909,19,7,7,7,24,24,22,36,15,15,15,7,7,7,2909,2287,11,7,9,16,17,17,40,40,40,40,40,7,7,18,22,7,17,7,7,7,22,12,12,12,23,7,16,21,18,8,17,14,21,18,18,14,40,7,7,15,8,21,21,21,7,7,7,7,7,21,7,7,7
16,46,7,12,13,14,14,14,15,12,15,14,12,12,12,12,12,14,13,14,19,19,18,18,18,14,19,15,12,12,2,3,2,4,9,4,4,8,12,3,0,0,1,2,0,3,2,11,10,12,12,12,12,12,12,15,12,15,17,23,23,20,12,20,21,24,23,23,10,22,24,24,22,22,12,20,20,23,24,20,21,46,19,12,12,12,16,12,16,19,19,8,18,20,19,19,17,16,15,18,16,12,46,4,22,16,16,22,22,22,24,12,21,22,24,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,5,10,12,12,10,12,12,15,15,6,11,12,9,2177,10,19,5,3,12,17,19,25,18,12,12,12,12,12,12,17,17,17,17,17,17,17,17,12,12,12,17,12,2910,21,12,12,12,25,25,24,37,17,17,17,12,12,12,2910,2288,12,12,10,17,18,18,46,46,46,46,46,12,12,20,24,12,19,12,12,12,24,14,14,14,24,12,18,23,19,14,19,16,23,19,20,16,46,12,12,17,14,23,23,22,12,12,12,12,12,23,12,12,12
16,46,7,12,13,14,14,14,15,12,15,14,12,12,12,12,12,14,13,14,19,19,18,18,18,14,19,15,12,12,2,3,2,4,9,4,4,8,12,3,0,0,1,2,0,3,2,11,10,12,12,12,12,12,12,15,12,15,17,23,23,20,12,20,21,24,23,23,10,22,24,24,22,22,12,20,20,23,24,20,21,46,19,12,12,12,16,12,16,19,19,8,18,20,19,19,17,16,15,18,16,12,46,4,22,16,16,22,22,22,24,12,21,22,24,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,5,10,12,12,10,12,12,15,15,6,11,12,9,2177,10,19,5,3,12,17,19,25,18,12,12,12,12,12,12,17,17,17,17,17,17,17,17,12,12,12,17,12,2910,21,12,12,12,25,25,24,37,17,17,17,12,12,12,2910,2288,12,12,10,17,18,18,46,46,46,46,46,12,12,20,24,12,19,12,12,12,24,14,14,14,24,12,18,23,19,14,19,16,23,19,20,16,46,12,12,17,14,23,23,22,12,12,12,12,12,23,12,12,12
17,45,9,13,13,14,14,14,15,12,14,13,12,12,12,12,12,14,15,15,21,21,19,19,19,15,20,16,13,13,3,5,4,6,11,6,6,10,13,6,1,1,0,2,1,2,4,11,12,12,13,13,13,13,13,16,13,17,19,25,25,22,13,22,22,25,24,24,12,24,26,25,24,24,13,22,22,25,26,21,23,45,21,13,13,13,17,13,18,21,21,8,20,22,20,20,18,18,17,19,17,13,45,6,23,17,17,23,24,24,25,13,23,23,26,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,10,13,13,9,13,13,15,15,5,11,13,9,2178,9,18,4,3,13,19,21,26,20,13,13,13,13,13,13,19,19,19,19,19,19,19,19,13,13,13,19,13,2911,22,13,13,13,27,27,26,39,19,19,19,13,13,13,2911,2290,14,13,12,18,20,20,45,45,45,45,45,13,13,22,25,13,21,13,13,13,26,16,16,16,26,13,20,24,21,14,20,18,24,21,21,18,45,13,13,19,13,25,25,24,13,13,13,13,13,25,13,13,13
17,43,8,9,9,10,10,11,11,9,11,11,8,8,8,8,9,11,14,15,20,20,19,19,19,15,20,16,9,9,1,3,2,5,10,3,3,9,9,3,3,3,3,0,3,3,2,7,8,8,9,9,9,9,9,16,9,16,18,24,24,21,9,21,22,25,24,24,11,23,25,25,23,23,9,21,21,24,25,21,22,43,20,9,9,9,17,9,17,20,20,8,19,21,20,20,18,17,16,19,17,9,43,4,23,17,17,23,23,23,25,9,22,23,25,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,7,9,9,6,9,9,16,16,6,8,9,5,2178,6,15,5,2,9,18,20,26,19,9,9,9,9,9,9,18,18,18,18,18,18,18,18,9,9,9,18,9,2911,22,9,9,9,26,26,25,38,18,18,18,9,9,9,2911,2289,13,9,11,18,19,19,43,43,43,43,43,9,9,21,25,9,20,9,9,9,25,15,15,15,25,9,19,24,20,11,20,17,24,20,21,17,43,9,9,18,10,24,24,23,9,9,9,9,9,24,9,9,9
16,46,7,12,14,14,14,14,16,13,15,14,12,12,12,12,13,14,13,14,19,19,18,18,18,14,19,15,12,12,2,3,2,4,9,4,4,8,12,3,0,0,1,3,0,3,2,11,10,12,12,12,12,12,12,15,12,15,17,23,23,20,12,20,21,24,23,23,10,23,24,24,23,23,12,20,20,23,24,20,21,46,19,12,12,12,16,12,16,19,19,8,18,20,19,19,17,16,15,18,16,12,46,4,22,16,16,22,22,22,24,12,21,22,25,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,10,12,12,10,12,12,15,15,6,11,12,9,2177,10,19,5,3,12,17,19,25,18,12,12,12,12,12,12,18,18,18,18,18,18,18,18,12,12,12,17,12,2910,21,12,12,12,25,25,24,37,17,17,17,12,12,12,2910,2288,12,12,11,17,18,18,46,46,46,46,46,12,12,20,24,12,19,12,12,12,24,14,14,14,24,12,18,23,19,14,19,16,23,19,20,16,46,12,12,17,14,23,23,23,12,12,12,12,12,23,12,12,12
18,44,10,12,12,12,12,12,13,11,13,12,10,10,10,10,11,12,16,16,21,21,20,20,20,16,21,17,12,12,4,6,5,7,12,6,6,11,12,7,4,4,2,2,2,0,5,9,10,10,12,12,12,12,12,17,12,18,20,26,26,23,12,22,23,26,25,25,13,25,27,26,25,25,12,23,23,26,26,22,24,44,22,12,12,12,18,12,19,22,22,6,20,23,21,21,19,19,18,20,18,12,44,7,24,18,18,24,25,25,26,12,23,24,27,12,12,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,8,12,12,8,12,12,13,13,4,9,12,7,2179,8,17,3,6,12,20,22,27,21,12,12,12,12,12,12,20,20,20,20,20,20,20,20,12,12,12,20,12,2912,23,12,12,12,28,28,27,40,20,20,20,12,12,12,2912,2291,15,12,13,19,21,21,44,44,44,44,44,12,12,23,26,12,22,12,12,12,26,17,17,17,27,12,21,25,22,12,21,19,25,22,22,19,44,12,12,19,12,26,26,25,12,12,12,12,12,26,12,12,12
